Sample,Charge,IgGIA1H3N3F1,IgGIA1H3N4,IgGIA1H3N4F1,IgGIA1H3N5F1,IgGIA1H3N6F3,IgGIA1H4N2,IgGIA1H4N3,IgGIA1H4N3F1,IgGIA1H4N3F2,IgGIA1H4N4,IgGIA1H4N4F1,IgGIA1H4N4F1S1,IgGIA1H4N4F2,IgGIA1H4N5F1,IgGIA1H4N5F1S1,IgGIA1H4N5F2S1,IgGIA1H5N3F1,IgGIA1H5N4,IgGIA1H5N4F1,IgGIA1H5N4F1S1,IgGIA1H5N4F1S2,IgGIA1H5N4F2,IgGIA1H5N4F2S1,IgGIA1H5N4F3,IgGIA1H5N5F1,IgGIA1H5N5F1S1,IgGIA1H5N5F2,IgGIA1H5N5F3,IgGIA1H6N3F1G1,IgGIA1H6N3F2,IgGIA1H6N5F1,IgGII1H3N3F1,IgGII1H3N4,IgGII1H3N4F1,IgGII1H3N5F1,IgGII1H3N6F3,IgGII1H4N2,IgGII1H4N3,IgGII1H4N3F1,IgGII1H4N3F2,IgGII1H4N4,IgGII1H4N4F1,IgGII1H4N4F1S1,IgGII1H4N4F2,IgGII1H4N5F1,IgGII1H4N5F1S1,IgGII1H4N5F2S1,IgGII1H5N3F1,IgGII1H5N4,IgGII1H5N4F1,IgGII1H5N4F1S1,IgGII1H5N4F1S2,IgGII1H5N4F2,IgGII1H5N4F2S1,IgGII1H5N4F3,IgGII1H5N5F1,IgGII1H5N5F1S1,IgGII1H5N5F2,IgGII1H5N5F3,IgGII1H6N3F1G1,IgGII1H6N3F2,IgGII1H6N5F1,IgGI1H3N3F1,IgGI1H3N4,IgGI1H3N4F1,IgGI1H3N5F1,IgGI1H3N6F3,IgGI1H4N2,IgGI1H4N3,IgGI1H4N3F1,IgGI1H4N3F2,IgGI1H4N4,IgGI1H4N4F1,IgGI1H4N4F1S1,IgGI1H4N4F2,IgGI1H4N5F1,IgGI1H4N5F1S1,IgGI1H4N5F2S1,IgGI1H5N3F1,IgGI1H5N4,IgGI1H5N4F1,IgGI1H5N4F1S1,IgGI1H5N4F1S2,IgGI1H5N4F2,IgGI1H5N4F2S1,IgGI1H5N4F3,IgGI1H5N5F1,IgGI1H5N5F1S1,IgGI1H5N5F2,IgGI1H5N5F3,IgGI1H6N3F1G1,IgGI1H6N3F2,IgGI1H6N5F1,IgGIILE1H3N3F1,IgGIILE1H3N4,IgGIILE1H3N4F1,IgGIILE1H3N5F1,IgGIILE1H3N6F3,IgGIILE1H4N2,IgGIILE1H4N3,IgGIILE1H4N3F1,IgGIILE1H4N3F2,IgGIILE1H4N4,IgGIILE1H4N4F1,IgGIILE1H4N4F1S1,IgGIILE1H4N4F2,IgGIILE1H4N5F1,IgGIILE1H4N5F1S1,IgGIILE1H4N5F2S1,IgGIILE1H5N3F1,IgGIILE1H5N4,IgGIILE1H5N4F1,IgGIILE1H5N4F1S1,IgGIILE1H5N4F1S2,IgGIILE1H5N4F2,IgGIILE1H5N4F2S1,IgGIILE1H5N4F3,IgGIILE1H5N5F1,IgGIILE1H5N5F1S1,IgGIILE1H5N5F2,IgGIILE1H5N5F3,IgGIILE1H6N3F1G1,IgGIILE1H6N3F2,IgGIILE1H6N5F1,IgGIF1H3N3F1,IgGIF1H3N4,IgGIF1H3N4F1,IgGIF1H3N5F1,IgGIF1H3N6F3,IgGIF1H4N2,IgGIF1H4N3,IgGIF1H4N3F1,IgGIF1H4N3F2,IgGIF1H4N4,IgGIF1H4N4F1,IgGIF1H4N4F1S1,IgGIF1H4N4F2,IgGIF1H4N5F1,IgGIF1H4N5F1S1,IgGIF1H4N5F2S1,IgGIF1H5N3F1,IgGIF1H5N4,IgGIF1H5N4F1,IgGIF1H5N4F1S1,IgGIF1H5N4F1S2,IgGIF1H5N4F2,IgGIF1H5N4F2S1,IgGIF1H5N4F3,IgGIF1H5N5F1,IgGIF1H5N5F1S1,IgGIF1H5N5F2,IgGIF1H5N5F3,IgGIF1H6N3F1G1,IgGIF1H6N3F2,IgGIF1H6N5F1
"id_20_2-E,3_01_55438.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289492.063,122167.9156,451093.9289,90554.6279,10797.39359,96746.39897,1880282.486,68219.14055,2995.407875,4025020.98,330388.2044,51442.89081,15484.42589,34594.51551,9724.873335,11436.16025,124588.5648,2344052.583,147317.1089,24627.32188,10598.49529,27798.09514,18421.83772,33807.44079,15948.41722,5491.460598,30405.46572,13259.1799,57458.13945,75610.12311,16680.49465,203913.6556,50578.05511,353481.3937,60183.13496,8574.686722,2793.1969,58296.16644,93450.80407,49010.9485,44512.29044,318788.9826,79364.00684,189720.6208,93961.23362,20698.20732,23486.6194,34047.95547,75751.74258,108613.4763,36337.0018,9178.402858,30687.11687,11291.17414,37810.45602,7165.742829,11674.95756,7306.890607,10015.93101,49145.61542,17442.53449,5089.679543,32736.56992,108738.1354,34358.28631,78106.1082,23949.61226,129725.8154,67505.76977,89038.81297,40337.42256,212149.7047,30741.96044,147986.378,23083.81328,69073.16532,31675.98588,16383.90002,91286.58099,97022.36958,29606.88223,29920.90152,113720.2085,16576.42489,17122.77605,33476.34297,27905.3614,20699.3639,12597.91683,21831.00366,41871.26605,23298.74293,96269.07592,10102152.04,586524.6292,21952322.45,2257830.961,37172.28384,232077.4272,875217.9431,5770442.129,706943.1815,418096.3244,14515750.29,390425.626,450856.9621,1146404.857,133495.6458,26721.92456,3910808.029,311604.0689,3439242.284,459519.7836,168475.4433,270562.3072,83296.78455,395833.8761,168647.917,30700.02415,38250.07402,32449.51346,47174.37591,411013.9607,33094.76603
"id_20_2-E,3_01_55438.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714668.8053,473580.4352,288154.8648,146426.9484,93391.42713,105625.7388,264756.8223,29511.19777,188794.7343,490614.8823,147590.7658,286372.7752,14194.49352,46986.94096,141774.7453,63067.90277,12034.02327,641282.3725,652300.0365,147791.2971,65515.35546,104138.57,134500.9424,125414.9273,86033.65872,38294.31658,86687.45995,29508.67474,121551.9694,132743.3634,26096.99358,80976.15977,253175.5205,72849.54731,147870.4164,36859.87887,13153.57648,28247.63646,695232.6515,51020.17273,24548.98778,191775.9236,95590.59846,159058.3539,152488.8842,85403.10159,54304.32816,182226.209,141965.843,27129.3403,99835.78648,14239.26295,100240.0582,32168.27613,111816.0472,46807.15404,14108.23318,73321.19491,39569.57163,48660.65353,153665.2834,44977.97599,120374.2296,158368.4996,10370.27854,371776.3053,764551.6497,175758.2114,64486.70106,100747.6196,109961.3569,272141.5788,75660.60501,198607.4432,1012861.705,380832.9061,90580.84744,175520.5743,12785.77071,,37633.77405,7339462.243,75016.18754,764662.4313,22942.37645,7734487.224,149870.4303,234978.4988,408608.1052,271957.1368,87199.24804,85043.55521,435699.2002,504207.3396,176242.5921,4025664.551,944366.541,469662.9521,58596.42074,86639.30604,198757.0631,1202766.273,342045.5182,5320302.19,649163.7201,107588.6173,1167867.512,530325.0709,247318.7816,544027.0123,288778.3394,2011288.515,807397.1143,539250.9503,241485.4642,1731082.531,770898.5071,262219.9596,112436.3569,87867.33702,187725.5438,3729356.047,771571.3107,49057.71233
"id_22_2-H,2_01_55423.raw",2,2482152.023,201726.8785,4941720.318,236505.7627,36860.78574,89625.1191,333120.8474,1990713.752,175908.6175,126329.4272,1211180.653,143771.8576,60131.71593,78907.56566,54322.13331,16654.1214,2312451.73,141725.2662,339783.3307,28804.44481,13350.82756,81265.51076,31771.02849,49635.40716,31099.9532,20279.67954,46816.89432,22809.46861,57940.16866,139294.8785,36067.15113,320653.8305,46780.94998,10207.9071,15893.16753,12655.58432,41022.77859,59713.82742,20599.85859,308254.1073,8094.067108,27243.90507,22412.09641,44393.9085,12916.53683,16715.27792,12930.45438,68635.10529,35979.66758,30487.80139,31041.72786,9397.050226,16531.30783,16222.10783,34143.95051,19157.1053,17418.53823,11974.401,14978.023,14037.87699,9467.697016,15151.65804,688808.8913,88355.20386,903751.5938,361931.5171,19255.43005,146324.9046,151422.9375,833540.0741,37942.61859,150527.8902,586832.1279,49351.69394,32802.49113,601344.7848,45728.42821,20537.96387,475297.6878,180133.3827,228687.7686,21918.16676,13286.57157,32536.44564,1292.386908,32331.71505,243348.7143,27868.30697,23171.85825,24970.3213,64183.91166,31394.88836,17174.41174,10772910.93,1081662.031,17778204.45,1104887.875,25238.7495,681007.1839,1791208.521,10668668.43,902516.4506,396034.2775,6718589.754,193953.0547,117135.0219,352141.8516,67136.02812,21913.47694,11749436.64,366068.3972,1931727.782,106296.4342,41190.18521,85988.52737,34355.13474,96428.04471,38416.5967,34704.0858,9693.960532,16243.07548,43508.20861,906758.4677,,72258.51783,26182.91597,73650.59668,87511.16892,26599.9,519954.6331,1360789.254,71484.77886,1049857.184,1396290.242,77468.47692,176878.6797,76978.74191,12805.6399,15482.90697,31728.16571,48679.71443,496000.167,58499.8973,28517.99558,59120.09456,49135.23922,14910.92629,15253.64007,23354.89797,9715.40466,50787.53313,9255.223472,75471.70844,188822.8303,33208.91974
"id_22_2-H,2_01_55423.raw",3,40389.34288,26429.25007,968007.8035,192587.2702,61890.00556,64447.48701,83020.39326,417022.1308,285970.4722,80413.95619,445697.3709,130037.5831,137016.8859,99797.77956,258087.1705,45258.28141,387922.9748,249285.664,138077.4998,70894.21052,128051.1589,96405.56029,120971.6721,65340.65127,107952.1616,60495.47628,56971.56072,83854.24413,50060.03817,186612.6346,157685.5285,623116.8825,748079.6916,191772.7595,115113.1714,24160.9771,67395.54052,387046.7649,75065.51332,275078.7967,68079.57247,119001.3764,268959.4821,79169.51791,204032.1093,57526.47436,86127.13065,103331.9562,47681.61639,174863.3848,,240879.2306,13994.53579,111653.5481,54851.23435,15867.03778,3929.383064,132085.3659,11817.6977,34717.05883,,49879.72706,366742.0029,186634.3322,1389759.661,281517.5128,104712.9766,180992.5972,298140.4285,1777600.603,114258.9317,374924.8855,1185094.321,93420.14668,150261.951,540901.3974,367381.8214,86376.17885,1511787.779,283014.772,486879.7986,58406.12798,173533.168,273112.2273,25816.19273,71787.28681,332211.2934,44557.95832,214173.6472,60683.75852,139422.756,428151.4054,464170.4871,231960.6286,147928.6516,3059268.141,273699.5126,334114.3861,329017.9716,25405.79762,1108201.74,1018606.759,292340.905,2369584.333,466391.6822,151171.1874,160709.0178,205841.5951,303636.3508,1881661.581,478549.3798,1125371.098,1541909.18,170351.8319,528664.9799,703729.8617,1704760.66,147120.0529,205036.7531,19094.30625,135240.0397,225671.0442,420194.7694,71518.87607,440717.2578,264004.5665,43763.93958,924477.3545,119521.3673,55797.78906,995704.7142,,235423.3002,2983162.567,12997.78206,321630.0273,102271.0787,606016.4628,125493.7475,225383.3533,60764.25657,1274309.544,96439.51496,55301.85339,111750.997,77812.95755,383570.7335,56745.03453,80861.88019,159670.3574,249827.3328,166015.2642,2814963.109,1439122.173,2187.229753
"id_23_2-F,1_01_55393.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201275.3847,63281.10194,9811.196038,11993.33147,10827.79862,32950.36059,478803.8393,42107.8571,445897.1136,37987.58038,27274.33065,21854.58141,36025.85027,10665.26304,19967.59845,11245.59279,103099.7087,258074.2709,36022.43144,33380.19431,9444.982937,8882.170967,24669.50748,34166.68564,15282.27999,18311.89412,18537.48251,12447.9646,6543.840922,17015.81905,15900.10636,790396.6487,94492.07993,1006660.908,478608.8947,25549.00119,141523.5492,140309.4344,542835.5337,25295.68055,124129.2437,667470.4628,36551.60913,37165.66987,817559.9376,73905.63793,22923.73954,533924.8593,154324.1043,226926.5844,25488.97146,17014.86074,44603.91623,5600.968851,30789.7435,339415.5711,36940.27158,27974.00452,35383.00314,29625.33497,27039.76822,29329.93322,11844106.39,1184142.547,19963806.02,1339642.208,41308.22529,809325.4446,2343419.318,12317761.61,1067211.431,452684.4099,7780279.577,247591.9346,163455.7878,411528.5042,83851.98114,33899.72249,14602847.34,520375.7553,2512679.107,154297.2506,55873.1189,111233.2562,38818.39698,129288.0556,24942.98725,49489.65493,17443.89428,27573.19652,53406.03434,1246331.974,25770.17535,4077525.265,183309.3218,9058572.923,634618.0395,23810.456,439323.4263,1489470.027,1655335.874,1594907.443,1484061.062,5839045.749,360177.0617,211742.4502,380002.5349,39695.23445,44910.10565,1336833.686,570174.3846,1224774.85,135564.6384,116773.3702,69289.65126,30556.45612,115314.1646,46791.24085,14992.72478,76367.60365,17729.82109,102899.0691,370759.2783,38773.32775
"id_23_2-F,1_01_55393.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519805.0225,1473309.805,277026.2711,69103.85969,15132.59358,97855.28838,174332.0242,146421.1324,313741.6535,176444.4771,81594.10506,89185.8372,,211903.1211,9762.268105,98835.02154,133896.3499,182736.3112,896956.3902,,172868.3806,3846.987825,74917.30178,41618.65229,55610.33587,10856.34101,86658.72663,25342.84219,16166.75131,,45695.26207,500396.8794,299795.3108,1654317.879,422047.9559,176980.8673,313045.5853,244944.7529,1013625.54,114260.9701,212345.7201,1138330.64,52059.01963,88309.5265,666150.2344,383544.14,48975.54137,1539554.952,369561.3297,481658.3329,62534.91951,212507.9454,297400.0013,23762.98956,74221.23953,388371.5766,23955.76779,83502.23238,56309.27235,92593.29829,424501.0494,518768.024,215819.6734,148223.0956,3393869.747,488606.2325,540645.2771,381587.4351,,1268496.849,684519.1081,278092.2064,2723280.84,653534.5279,442942.9108,207959.5879,274581.0658,255736.194,2274028.87,230078.0976,1377908.816,3747604.794,211325.6177,311218.2456,789984.8435,3685814.647,130596.7011,193775.8962,88690.92208,183345.4591,99161.59196,324513.1052,136116.2366,183115.09,34405.89461,1642680.109,1432204.191,217628.9052,167477.0827,1161835.672,8337.173445,365802.0352,3148728.413,2179149.024,341952.6034,71370.97467,1047425.139,152038.8109,266682.013,328328.9778,1615467.269,781839.6704,216850.4502,99454.77624,109424.3514,599423.7759,172841.7827,69950.57731,96267.94712,354615.1733,90614.6891,3111277.788,1133943.428,
"id_24_2-C,4_01_55456.raw",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536536.9202,113289.8086,588679.3776,91461.16993,13686.36523,22974.66151,70586.47076,280839.0853,732451.0511,105654.312,486516.6189,70096.67704,94935.05825,40355.51232,27568.94073,19964.84683,127916.022,44347.68969,134173.3287,58240.93352,12260.22845,16973.04367,9141.544898,43053.74817,20190.50025,11055.38007,7241.882046,2668.219254,21112.68406,38001.08111,12714.72371,842147.9498,165950.0448,1088701.152,444660.2222,3894.799459,111033.0729,126710.363,363053.5472,34722.62334,139373.9486,506073.8916,15459.86087,32365.04615,335665.4858,65118.58081,10314.31167,338616.7296,83834.26292,99453.16687,7045.132258,6457.548888,6746.758852,21148.41346,6238.234529,35340.48744,20540.00545,47897.65718,27849.89227,8750.706246,6908.248543,28664.84965,14718506.25,1604499.855,29036434.94,1714179.137,38499.66139,738576.525,2170668.729,11849254.52,1056624.044,555516.466,10434844.85,249085.0707,201444.7721,421555.9266,56592.8922,15931.06924,12924892.77,478797.2829,2467348.757,121391.7507,48902.22848,111594.3321,49220.32927,102772.7825,43609.88817,40620.41518,8224.79111,25836.31339,32709.01448,1097039.964,19749.08339,75164.36222,24351.79591,116333.9121,42274.07909,19864.81474,583862.9411,1471447.944,18244.5396,685136.9241,1527684.179,70386.02206,180299.8721,86299.41342,6495.759431,18875.36764,16486.29265,108415.6335,429949.6818,29462.24034,24293.12407,97815.10792,26469.54698,22171.43918,24176.77969,26514.22262,11451.27835,94731.95407,18118.29241,48109.18875,111739.566,73771.72031
"id_24_2-C,4_01_55456.raw",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351083.8576,27899.23563,451182.6724,56220.97624,15863.71099,12637.2104,163955.9019,66818.72587,242975.6164,10618.59366,137225.1748,183193.5381,30079.01952,163580.8959,57776.83881,37311.5785,95008.98169,39690.01804,435463.1517,119969.4522,169459.1298,29738.80488,420106.473,258794.292,24533.24763,16956.96259,219249.5365,29110.32292,68.5583076,17869.24518,156033.8264,578204.1079,291349.0422,2134853.053,268954.1517,137344.224,224618.8997,209855.6917,816825.8857,166566.2959,226067.1606,1349419.554,10639.60913,34616.69961,257450.9044,174446.1092,22561.73922,1064643.903,366137.6555,287675.1076,49763.1763,234328.5084,150795.2594,20371.2976,53907.92822,228482.7238,27183.01442,98241.60361,5349.049601,42271.10769,273998.8302,553315.8362,262059.1871,242911.8271,4487999.765,345179.513,198986.1892,332966.9382,20328.54754,1163213.506,1094174.446,237221.1679,3505883.846,559236.1513,175238.4836,193226.6368,267677.5612,197381.6609,1975848.253,473753.3902,1345183.217,599193.2768,131713.651,268314.001,766180.0388,729480.4323,107954.7356,205809.8708,35296.57123,246879.5353,93661.69282,536311.1606,64043.71051,183386.5296,23583.89843,187099.6086,1099759.154,42280.23367,354031.2552,636868.811,,202721.8553,479516.5399,48103.43319,209812.8065,47868.31237,764373.4197,264680.5084,95437.22501,44798.6781,1524746.758,187135.6972,111421.3381,57270.22039,10106.66957,374329.9514,100021.667,49708.68217,171158.3877,552853.8481,164138.9131,3769034.919,811818.3535,38955.71836
"stand_01_2-B,4_01_55453.raw",2,174006.5354,150863.933,119716.0432,25699.77009,4568.641553,14979.93477,31406.59254,54395.24472,836856.756,30516.25397,58770.56452,1343303.144,522134.1824,26147.82422,5305.29336,9180.005589,48934.2968,43421.57046,30147.09948,215472.5816,27333.44748,146733.8963,37426.08952,219127.258,7549.946127,7308.76319,13202.40464,5745.166445,11651.3229,47122.43297,14051.38264,9766036.964,1166655.662,22442621.45,4495831.332,93232.70337,107424.6199,1080913.397,4261810.897,287883.8365,3293870.75,18518771.79,2531129.524,270596.2052,2283398.047,41616.55331,15855.02312,128487.2843,1870959.188,5993200.574,2723119.522,73068.37601,401324.5757,36719.44917,2209198.647,401321.7484,100697.5664,49335.66323,76405.43694,22147.14722,78537.26723,20556.74416,5881751.489,1934994.254,12511332,3051074.484,82277.60155,26671.4572,731059.8949,3811000.909,278494.6859,1952753.628,12999930.58,811720.6034,218444.536,3148265.392,95220.96858,29313.08289,119168.6285,951581.9083,4878288.346,2301234.437,76070.4831,284479.3514,53228.73027,1833480.249,465225.8536,85029.38379,31571.55225,74904.19662,30003.71022,48521.29839,14020.41977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5622259.223,219846.5239,13366132.32,4032267.374,88792.89548,148141.0704,1423772.053,2672156.191,209084.878,3175455.407,10544849.95,1633170.944,135154.5673,2089045.819,89930.11774,17700.63517,64178.88823,2994338.503,3196921.936,2343254.367,90763.25864,295553.1951,31719.93672,1887000.92,321637.3227,75281.46203,43387.69556,72425.1223,29149.13006,92131.16005,33326.23111
"stand_01_2-B,4_01_55453.raw",3,120143.0486,39255.98533,135380.7435,69131.59146,6980.870398,64816.08468,72355.46479,21844.51338,462315.3823,60991.99369,172225.0936,1381933.597,1661012.901,176564.1954,71635.03008,207855.8117,97051.38185,67531.78966,14012.06803,462140.814,229826.3421,779673.637,838417.4992,500098.5439,11115.16078,76531.20415,172478.6216,46051.68823,47603.04314,199468.6177,56123.61545,180566.0052,655983.0632,3501742.745,1918888.372,230190.3365,188201.1582,399181.2133,331807.7006,786445.9825,641532.9786,5452172.881,3947986.294,239733.3596,2131554.873,233954.9326,249496.6422,137834.0836,637609.1289,2739987.441,5637259.287,297352.8675,720925.2502,311333.6444,4671606.682,609019.3033,365823.8491,214728.1374,356921.2388,,210089.5478,384156.8,132176.0088,496549.1548,2420745.85,1549424.599,294813.9721,358351.8985,,381013.3115,556245.7262,705397.5892,5671363.612,2097826.534,84962.25142,3034354.603,451676.6698,370507.1773,185115.7073,561079.5432,2678518.09,4527943.355,435677.1848,708772.6864,102396.1327,3714527.701,686687.0716,322410.448,159501.769,278857.4545,43747.99788,314815.9783,51903.13218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534571.4716,207863.4695,2145256.668,1580083.284,330872.9812,337188.9472,210081.5018,294977.743,492185.7941,771547.2566,3353438.561,3021993.818,202387.2264,2027864.325,1236597.239,98478.45852,113252.2927,2621062.21,1673452.078,4665945.254,241697.1798,2005400.714,1067187.616,3852998.696,446252.6486,523284.4649,701902.1393,502560.0979,3867598.065,452962.9591,326.0758791
"stand_03_2-D,3_01_55435.raw",2,200305.3212,117783.5299,248813.8084,45320.36797,4775.561205,8842.817853,43916.3131,89320.08303,953809.2593,26566.29912,95707.80287,1539161.075,553629.2299,24175.821,3218.690754,5284.608202,99004.80694,50456.66571,27727.4383,233060.8246,35895.44202,152303.4287,79404.76385,254316.6843,11587.30719,4849.925532,11552.07658,11117.50985,21450.3842,53606.28933,17307.3842,7083089.283,929711.7564,15107122.39,3243701.26,65695.441,85334.19962,967010.7237,3184291.037,215333.1829,2943950.795,12955956.3,1681095.196,191150.7165,1750359.826,28747.96466,11223.22788,139221.1418,1743753.731,4332913.23,1861944.822,63903.50342,323085.9274,18772.5175,1522879.505,325951.5315,75965.77521,37878.59898,75955.07967,6794.287643,66319.57606,8828.39375,6487124.937,1744973.272,13402296.84,2999056.146,76700.05593,52881.90785,719491.1981,4440120.847,301105.7771,1743377.893,14340875.54,743947.1614,254820.2799,3133928.988,103004.6425,26307.5404,640917.6009,874642.5507,5127463.309,2113097.005,98124.05684,274982.5843,65928.98069,1645695.29,484352.0296,89526.5705,34021.98659,72265.31348,20431.76418,78922.41275,12199.53953,141736.5765,27196.05123,55446.29331,35910.00368,63772.93828,471692.7877,26569.72499,126240.2334,93496.912,27039.87361,30182.03677,75346.77187,11393.89318,42189.19523,118884.6591,6276.99392,25246.5083,13393.08937,68322.62102,23278.711,37162.46937,53599.40213,9767.375779,18966.82651,10795.68509,9432.07915,21305.26197,8328.805469,34029.60746,122853.1831,39019.66017,4861852.595,181959.2105,11581219.98,3618660.711,82014.50404,136277.3736,1583835.409,2313833.236,184243.6575,3415635.212,9317437.796,1335932.642,120284.2226,1913317.463,89530.58009,19713.14924,71074.28445,3324884.685,2821842.055,1918690.897,68334.72342,257144.5019,23268.08185,1607323.257,322826.4769,62568.6652,30359.32866,57712.65661,24495.48993,98378.52802,20560.25157
"stand_03_2-D,3_01_55435.raw",3,114035.2851,18425.47903,170934.5411,112676.0852,1557.828988,127653.6633,87857.2964,94050.29337,547747.0078,108312.4552,226546.6996,1605215.962,1965040.106,147708.3067,96124.23102,187148.4756,52185.7023,21877.49746,11618.07038,508867.9277,235482.7564,948130.0898,766569.7576,550059.2523,6725.388939,91448.69919,159846.898,53955.5577,39628.91928,337311.9219,48557.7708,178180.6014,887809.077,2712531.58,1448136.831,228347.7092,246766.8205,433512.4333,207120.4329,773789.5516,497202.6751,4144415.493,2840978.63,279236.9937,1731490.038,147329.4972,293595.2849,229286.6347,656401.6283,2242506.108,4128202.106,241070.4321,568942.3123,254199.7487,3332137.983,520942.6397,323677.0513,158571.1674,281662.9512,,134095.5221,355467.3224,228602.4621,581175.6705,2709890.65,1463661.967,420951.7989,369676.9324,22175.73313,292671.1897,642415.7554,619677.3141,6419242.663,2021610.221,134736.9411,3027493.426,462020.315,536127.6745,403874.994,499019.3252,3009557.765,4218714.689,508149.182,538802.556,93673.5499,3390623.116,668387.2132,335587.4562,109096.8844,337610.6491,21838.15119,308478.8699,72900.00548,123306.8926,103236.4176,222973.8388,191400.1765,1005300.081,1000886.677,86948.22326,326274.9282,184286.2781,28546.13748,47409.96888,379475.8318,125491.5235,50100.75312,72810.15472,145217.684,22717.25167,11643.3542,533111.0082,255358.3595,93452.68075,262751.9755,36420.87708,333760.9391,946868.196,312916.8036,89873.94621,307053.5168,37615.11287,176834.2301,1350992.804,452671.0748,127958.1661,1928943.866,1408461.232,379292.5451,277599.8952,318704.5802,309830.3166,556473.2181,737039.9316,3122595.309,2630989.933,224650.8429,1913724.684,1306763.023,146348.8038,194499.6849,2624439.72,1613030.668,4027926.752,291058.6882,1659714.261,714442.2238,3249632.339,418538.0375,602905.5223,458756.4756,675019.0089,2803430.528,422134.6239,3611.371525
